layer,dataset,ratio,method,selection_seed,training_seeds_using_file,selected_indices_sha256,selected_indices_path,selection_metrics_path,local_npy_available,dataset_label,method_label,ratio_label
A_public_final,organsmnist,0.02,fps,45,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p02/fps/seed45/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p02/fps/seed45/selection_metrics.json,False,OrganS,FPS,2%
A_public_final,organsmnist,0.02,fps,46,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p02/fps/seed46/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p02/fps/seed46/selection_metrics.json,False,OrganS,FPS,2%
A_public_final,organsmnist,0.02,herding,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p02/herding/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p02/herding/seed42/selection_metrics.json,False,OrganS,Herding,2%
A_public_final,organsmnist,0.02,random,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p02/random/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p02/random/seed42/selection_metrics.json,False,OrganS,Random,2%
A_public_final,organsmnist,0.02,random,43,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p02/random/seed43/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p02/random/seed43/selection_metrics.json,False,OrganS,Random,2%
A_public_final,organsmnist,0.02,random,44,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p02/random/seed44/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p02/random/seed44/selection_metrics.json,False,OrganS,Random,2%
A_public_final,organsmnist,0.02,random,45,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p02/random/seed45/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p02/random/seed45/selection_metrics.json,False,OrganS,Random,2%
A_public_final,organsmnist,0.02,random,46,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p02/random/seed46/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p02/random/seed46/selection_metrics.json,False,OrganS,Random,2%
A_public_final,organsmnist,0.05,el2n,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p05/el2n/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p05/el2n/seed42/selection_metrics.json,False,OrganS,EL2N,5%
A_public_final,organsmnist,0.05,eva,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p05/eva/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p05/eva/seed42/selection_metrics.json,False,OrganS,EVA,5%
A_public_final,organsmnist,0.05,facility,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p05/facility/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p05/facility/seed42/selection_metrics.json,False,OrganS,Facility,5%
A_public_final,organsmnist,0.05,forgetting,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p05/forgetting/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p05/forgetting/seed42/selection_metrics.json,False,OrganS,Forgetting,5%
A_public_final,organsmnist,0.05,fps,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p05/fps/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p05/fps/seed42/selection_metrics.json,False,OrganS,FPS,5%
A_public_final,organsmnist,0.05,fps,43,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p05/fps/seed43/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p05/fps/seed43/selection_metrics.json,False,OrganS,FPS,5%
A_public_final,organsmnist,0.05,fps,44,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p05/fps/seed44/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p05/fps/seed44/selection_metrics.json,False,OrganS,FPS,5%
A_public_final,organsmnist,0.05,fps,45,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p05/fps/seed45/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p05/fps/seed45/selection_metrics.json,False,OrganS,FPS,5%
A_public_final,organsmnist,0.05,fps,46,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p05/fps/seed46/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p05/fps/seed46/selection_metrics.json,False,OrganS,FPS,5%
A_public_final,organsmnist,0.05,herding,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p05/herding/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p05/herding/seed42/selection_metrics.json,False,OrganS,Herding,5%
A_public_final,organsmnist,0.05,random,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p05/random/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p05/random/seed42/selection_metrics.json,False,OrganS,Random,5%
A_public_final,organsmnist,0.05,random,43,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p05/random/seed43/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p05/random/seed43/selection_metrics.json,False,OrganS,Random,5%
A_public_final,organsmnist,0.05,random,44,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p05/random/seed44/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p05/random/seed44/selection_metrics.json,False,OrganS,Random,5%
A_public_final,organsmnist,0.05,random,45,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p05/random/seed45/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p05/random/seed45/selection_metrics.json,False,OrganS,Random,5%
A_public_final,organsmnist,0.05,random,46,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p05/random/seed46/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p05/random/seed46/selection_metrics.json,False,OrganS,Random,5%
A_public_final,pathmnist,0.02,el2n,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p02/el2n/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p02/el2n/seed42/selection_metrics.json,False,Path,EL2N,2%
A_public_final,pathmnist,0.02,eva,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p02/eva/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p02/eva/seed42/selection_metrics.json,False,Path,EVA,2%
A_public_final,pathmnist,0.02,facility,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p02/facility/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p02/facility/seed42/selection_metrics.json,False,Path,Facility,2%
A_public_final,pathmnist,0.02,forgetting,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p02/forgetting/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p02/forgetting/seed42/selection_metrics.json,False,Path,Forgetting,2%
A_public_final,pathmnist,0.02,fps,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p02/fps/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p02/fps/seed42/selection_metrics.json,False,Path,FPS,2%
A_public_final,pathmnist,0.02,fps,43,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p02/fps/seed43/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p02/fps/seed43/selection_metrics.json,False,Path,FPS,2%
A_public_final,pathmnist,0.02,fps,44,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p02/fps/seed44/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p02/fps/seed44/selection_metrics.json,False,Path,FPS,2%
A_public_final,pathmnist,0.02,fps,45,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p02/fps/seed45/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p02/fps/seed45/selection_metrics.json,False,Path,FPS,2%
A_public_final,pathmnist,0.02,fps,46,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p02/fps/seed46/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p02/fps/seed46/selection_metrics.json,False,Path,FPS,2%
A_public_final,pathmnist,0.02,herding,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p02/herding/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p02/herding/seed42/selection_metrics.json,False,Path,Herding,2%
A_public_final,pathmnist,0.02,random,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p02/random/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p02/random/seed42/selection_metrics.json,False,Path,Random,2%
A_public_final,pathmnist,0.02,random,43,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p02/random/seed43/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p02/random/seed43/selection_metrics.json,False,Path,Random,2%
A_public_final,pathmnist,0.02,random,44,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p02/random/seed44/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p02/random/seed44/selection_metrics.json,False,Path,Random,2%
A_public_final,pathmnist,0.02,random,45,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p02/random/seed45/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p02/random/seed45/selection_metrics.json,False,Path,Random,2%
A_public_final,pathmnist,0.02,random,46,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p02/random/seed46/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p02/random/seed46/selection_metrics.json,False,Path,Random,2%
A_public_final,pathmnist,0.05,el2n,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p05/el2n/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p05/el2n/seed42/selection_metrics.json,False,Path,EL2N,5%
A_public_final,pathmnist,0.05,eva,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p05/eva/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p05/eva/seed42/selection_metrics.json,False,Path,EVA,5%
A_public_final,pathmnist,0.05,facility,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p05/facility/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p05/facility/seed42/selection_metrics.json,False,Path,Facility,5%
A_public_final,pathmnist,0.05,forgetting,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p05/forgetting/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p05/forgetting/seed42/selection_metrics.json,False,Path,Forgetting,5%
A_public_final,pathmnist,0.05,fps,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p05/fps/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p05/fps/seed42/selection_metrics.json,False,Path,FPS,5%
A_public_final,pathmnist,0.05,fps,43,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p05/fps/seed43/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p05/fps/seed43/selection_metrics.json,False,Path,FPS,5%
A_public_final,pathmnist,0.05,fps,44,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p05/fps/seed44/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p05/fps/seed44/selection_metrics.json,False,Path,FPS,5%
A_public_final,pathmnist,0.05,fps,45,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p05/fps/seed45/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p05/fps/seed45/selection_metrics.json,False,Path,FPS,5%
A_public_final,pathmnist,0.05,fps,46,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p05/fps/seed46/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p05/fps/seed46/selection_metrics.json,False,Path,FPS,5%
A_public_final,pathmnist,0.05,herding,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p05/herding/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p05/herding/seed42/selection_metrics.json,False,Path,Herding,5%
A_public_final,pathmnist,0.05,random,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p05/random/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p05/random/seed42/selection_metrics.json,False,Path,Random,5%
A_public_final,pathmnist,0.05,random,43,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p05/random/seed43/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p05/random/seed43/selection_metrics.json,False,Path,Random,5%
A_public_final,pathmnist,0.05,random,44,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p05/random/seed44/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p05/random/seed44/selection_metrics.json,False,Path,Random,5%
A_public_final,pathmnist,0.05,random,45,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p05/random/seed45/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p05/random/seed45/selection_metrics.json,False,Path,Random,5%
A_public_final,pathmnist,0.05,random,46,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p05/random/seed46/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/pathmnist/r0p05/random/seed46/selection_metrics.json,False,Path,Random,5%
A_public_final,tissuemnist,0.02,el2n,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/tissuemnist/r0p02/el2n/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/tissuemnist/r0p02/el2n/seed42/selection_metrics.json,False,Tissue,EL2N,2%
A_public_final,tissuemnist,0.02,eva,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/tissuemnist/r0p02/eva/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/tissuemnist/r0p02/eva/seed42/selection_metrics.json,False,Tissue,EVA,2%
A_public_final,tissuemnist,0.02,facility,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/tissuemnist/r0p02/facility/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/tissuemnist/r0p02/facility/seed42/selection_metrics.json,False,Tissue,Facility,2%
A_public_final,tissuemnist,0.02,forgetting,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/tissuemnist/r0p02/forgetting/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/tissuemnist/r0p02/forgetting/seed42/selection_metrics.json,False,Tissue,Forgetting,2%
A_public_final,tissuemnist,0.02,fps,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/tissuemnist/r0p02/fps/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/tissuemnist/r0p02/fps/seed42/selection_metrics.json,False,Tissue,FPS,2%
A_public_final,tissuemnist,0.02,fps,43,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/tissuemnist/r0p02/fps/seed43/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/tissuemnist/r0p02/fps/seed43/selection_metrics.json,False,Tissue,FPS,2%
A_public_final,tissuemnist,0.02,fps,44,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/tissuemnist/r0p02/fps/seed44/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/tissuemnist/r0p02/fps/seed44/selection_metrics.json,False,Tissue,FPS,2%
A_public_final,tissuemnist,0.02,fps,45,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/tissuemnist/r0p02/fps/seed45/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/tissuemnist/r0p02/fps/seed45/selection_metrics.json,False,Tissue,FPS,2%
A_public_final,tissuemnist,0.02,fps,46,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/tissuemnist/r0p02/fps/seed46/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/tissuemnist/r0p02/fps/seed46/selection_metrics.json,False,Tissue,FPS,2%
A_public_final,tissuemnist,0.02,herding,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/tissuemnist/r0p02/herding/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/tissuemnist/r0p02/herding/seed42/selection_metrics.json,False,Tissue,Herding,2%
A_public_final,tissuemnist,0.02,random,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/tissuemnist/r0p02/random/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/tissuemnist/r0p02/random/seed42/selection_metrics.json,False,Tissue,Random,2%
A_public_final,tissuemnist,0.02,random,43,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/tissuemnist/r0p02/random/seed43/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/tissuemnist/r0p02/random/seed43/selection_metrics.json,False,Tissue,Random,2%
A_public_final,tissuemnist,0.02,random,44,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/tissuemnist/r0p02/random/seed44/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/tissuemnist/r0p02/random/seed44/selection_metrics.json,False,Tissue,Random,2%
A_public_final,tissuemnist,0.02,random,45,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/tissuemnist/r0p02/random/seed45/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/tissuemnist/r0p02/random/seed45/selection_metrics.json,False,Tissue,Random,2%
A_public_final,tissuemnist,0.02,random,46,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/tissuemnist/r0p02/random/seed46/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/tissuemnist/r0p02/random/seed46/selection_metrics.json,False,Tissue,Random,2%
